Bandit,Reward,Algorithm
3,3.5745100934312655,EpsilonGreedy
3,4.682313016882583,EpsilonGreedy
3,3.478895960954821,EpsilonGreedy
3,2.7965931892591724,EpsilonGreedy
3,4.63950213454641,EpsilonGreedy
3,5.699591250533398,EpsilonGreedy
3,4.676279849580854,EpsilonGreedy
3,3.3027051274100447,EpsilonGreedy
3,2.4192120663939187,EpsilonGreedy
3,5.622704103397481,EpsilonGreedy
3,4.213790445305492,EpsilonGreedy
3,4.611771059438108,EpsilonGreedy
3,5.519213110528667,EpsilonGreedy
3,4.109439081180115,EpsilonGreedy
3,3.7312458210649906,EpsilonGreedy
3,4.212448273711669,EpsilonGreedy
3,4.20724547571729,EpsilonGreedy
3,4.767063278568384,EpsilonGreedy
3,2.9622272929462525,EpsilonGreedy
3,3.933248790499288,EpsilonGreedy
3,2.9955827320550696,EpsilonGreedy
3,3.034863935795032,EpsilonGreedy
3,3.271797108782624,EpsilonGreedy
3,2.8654540981948897,EpsilonGreedy
3,3.244918226182903,EpsilonGreedy
3,1.7168023922377276,EpsilonGreedy
3,4.63206936878606,EpsilonGreedy
3,1.4076538715959295,EpsilonGreedy
3,4.64977065718433,EpsilonGreedy
3,3.0189182616873973,EpsilonGreedy
3,2.8594343121909835,EpsilonGreedy
3,2.3935877862515076,EpsilonGreedy
3,3.7954558750947034,EpsilonGreedy
3,3.880417871391514,EpsilonGreedy
3,2.564864830392709,EpsilonGreedy
3,4.579916311781817,EpsilonGreedy
3,2.961659991037936,EpsilonGreedy
3,4.032312232860172,EpsilonGreedy
3,2.9924517125804186,EpsilonGreedy
3,3.302669909382488,EpsilonGreedy
3,3.8434060372152667,EpsilonGreedy
3,3.713407001110705,EpsilonGreedy
3,3.9424884274560483,EpsilonGreedy
3,4.245189632273971,EpsilonGreedy
3,3.21826812049814,EpsilonGreedy
3,4.596411843320816,EpsilonGreedy
3,3.630622673781495,EpsilonGreedy
3,3.7412451948617886,EpsilonGreedy
3,1.9855172703248192,EpsilonGreedy
3,4.898712657593093,EpsilonGreedy
3,4.215556118015815,EpsilonGreedy
3,3.5838678401733626,EpsilonGreedy
3,4.010125247596025,EpsilonGreedy
3,6.244806651784538,EpsilonGreedy
3,4.877485297474765,EpsilonGreedy
3,4.292386481126645,EpsilonGreedy
3,3.27138394268437,EpsilonGreedy
3,5.828510433797065,EpsilonGreedy
3,7.0158167930227435,EpsilonGreedy
3,2.544498665087061,EpsilonGreedy
3,6.10776375664884,EpsilonGreedy
3,4.8961368109514884,EpsilonGreedy
3,4.313049016194158,EpsilonGreedy
3,3.596017092854284,EpsilonGreedy
3,4.9695163914895,EpsilonGreedy
3,2.5003956780631342,EpsilonGreedy
3,3.6830799096670668,EpsilonGreedy
3,2.0881338561615355,EpsilonGreedy
3,4.504408963486716,EpsilonGreedy
3,3.8164290822081153,EpsilonGreedy
3,2.973543449674384,EpsilonGreedy
3,3.9287005123505523,EpsilonGreedy
3,4.574709861200691,EpsilonGreedy
3,1.4036769242805454,EpsilonGreedy
3,4.145026973236167,EpsilonGreedy
3,3.091211025627114,EpsilonGreedy
3,4.628109944267895,EpsilonGreedy
3,3.3960447703280066,EpsilonGreedy
3,3.3839151866592787,EpsilonGreedy
3,3.5355390542220144,EpsilonGreedy
3,2.108786839195463,EpsilonGreedy
3,3.9070086907272654,EpsilonGreedy
3,3.1319127736597627,EpsilonGreedy
3,3.3024562222728022,EpsilonGreedy
3,3.95731319118035,EpsilonGreedy
3,4.632737832781206,EpsilonGreedy
3,3.0608807792371024,EpsilonGreedy
3,7.495655197838376,EpsilonGreedy
3,4.280179603612302,EpsilonGreedy
3,3.53899469678423,EpsilonGreedy
3,2.5526428717269365,EpsilonGreedy
3,3.2456228462924233,EpsilonGreedy
3,3.4369669009220223,EpsilonGreedy
3,2.0133288544985604,EpsilonGreedy
3,5.3350038064253855,EpsilonGreedy
3,2.9738166460978848,EpsilonGreedy
3,3.1512876165749315,EpsilonGreedy
3,3.9808626038581703,EpsilonGreedy
3,2.852441062140808,EpsilonGreedy
3,2.7421343537526917,EpsilonGreedy
3,3.455582822880361,EpsilonGreedy
3,4.06736456244782,EpsilonGreedy
3,2.6710435616273838,EpsilonGreedy
3,2.871968912104684,EpsilonGreedy
3,2.69963647988199,EpsilonGreedy
3,4.99819016836355,EpsilonGreedy
3,4.036643503724575,EpsilonGreedy
3,4.787571298123691,EpsilonGreedy
3,3.585233719723033,EpsilonGreedy
3,3.4645275677224756,EpsilonGreedy
3,4.403433054860001,EpsilonGreedy
3,4.429055449984716,EpsilonGreedy
3,2.6282722850617413,EpsilonGreedy
3,4.351489008774852,EpsilonGreedy
3,3.379109218066876,EpsilonGreedy
3,3.9323669202737643,EpsilonGreedy
3,4.313088107084077,EpsilonGreedy
3,5.5317222535678345,EpsilonGreedy
3,2.662572630184737,EpsilonGreedy
3,2.689474470072768,EpsilonGreedy
3,4.03227163628135,EpsilonGreedy
3,6.695014525486135,EpsilonGreedy
3,4.592806972300968,EpsilonGreedy
3,3.3075794190690018,EpsilonGreedy
3,4.842478640655717,EpsilonGreedy
3,5.947584328218042,EpsilonGreedy
3,6.438666836366861,EpsilonGreedy
3,3.9615279782150177,EpsilonGreedy
3,4.123633075042413,EpsilonGreedy
3,3.9567328556309422,EpsilonGreedy
3,5.327766535769038,EpsilonGreedy
3,3.537704522920641,EpsilonGreedy
3,5.056116260107723,EpsilonGreedy
3,4.213564145799465,EpsilonGreedy
3,3.7631530422588657,EpsilonGreedy
3,2.885354236202435,EpsilonGreedy
3,2.404274008115295,EpsilonGreedy
3,3.02413662661699,EpsilonGreedy
3,3.4597549889006283,EpsilonGreedy
3,5.071411827340703,EpsilonGreedy
3,4.46885984982959,EpsilonGreedy
3,3.982531102762952,EpsilonGreedy
3,4.989416890527826,EpsilonGreedy
3,4.415842848549871,EpsilonGreedy
3,3.6514976516654176,EpsilonGreedy
3,4.746485188659202,EpsilonGreedy
3,5.449163991640854,EpsilonGreedy
3,2.827669272297248,EpsilonGreedy
3,3.417202378656228,EpsilonGreedy
3,4.723894532337926,EpsilonGreedy
3,4.5242827833438675,EpsilonGreedy
3,5.231905852362496,EpsilonGreedy
3,3.495988141053245,EpsilonGreedy
3,3.597629684827064,EpsilonGreedy
3,3.8215931892475337,EpsilonGreedy
3,3.5767960391695577,EpsilonGreedy
3,3.192782988504018,EpsilonGreedy
3,4.666813824455353,EpsilonGreedy
3,3.9380739109443783,EpsilonGreedy
3,4.588606235708789,EpsilonGreedy
3,3.7263582201958627,EpsilonGreedy
3,3.949226298747349,EpsilonGreedy
3,4.376376128950542,EpsilonGreedy
3,3.700819208609715,EpsilonGreedy
3,4.422651333371444,EpsilonGreedy
3,4.673947558259567,EpsilonGreedy
3,4.757898209030461,EpsilonGreedy
3,5.364158641584867,EpsilonGreedy
3,6.032254699278594,EpsilonGreedy
3,2.198533131093985,EpsilonGreedy
3,3.592527623446207,EpsilonGreedy
3,3.994725500287668,EpsilonGreedy
3,2.671123871945964,EpsilonGreedy
3,4.8195712764363945,EpsilonGreedy
3,4.124707960430774,EpsilonGreedy
3,4.739079297529038,EpsilonGreedy
3,1.3313061552403762,EpsilonGreedy
3,3.016417391022832,EpsilonGreedy
3,3.996606517518369,EpsilonGreedy
3,4.221696840417775,EpsilonGreedy
3,3.5492212961577687,EpsilonGreedy
3,4.9440658823358685,EpsilonGreedy
3,5.826043218710508,EpsilonGreedy
3,4.89651514427158,EpsilonGreedy
3,5.068475796511084,EpsilonGreedy
3,3.284975940777444,EpsilonGreedy
3,5.667687681274431,EpsilonGreedy
3,4.391767829690705,EpsilonGreedy
3,2.8365416150312712,EpsilonGreedy
3,4.944429470376994,EpsilonGreedy
3,4.230809419900501,EpsilonGreedy
3,2.8122632290009513,EpsilonGreedy
3,4.0431676185009415,EpsilonGreedy
3,5.107665095000381,EpsilonGreedy
3,4.851636359676133,EpsilonGreedy
3,3.1860235964529493,EpsilonGreedy
3,4.88244571853297,EpsilonGreedy
3,3.186849689129055,EpsilonGreedy
3,3.558492300950167,EpsilonGreedy
3,4.263579944557553,EpsilonGreedy
3,3.4576312686039836,EpsilonGreedy
3,3.0376207378217766,EpsilonGreedy
3,4.994978486739441,EpsilonGreedy
3,4.482804618975984,EpsilonGreedy
3,4.113367127312176,EpsilonGreedy
3,3.011530972000531,EpsilonGreedy
3,3.7175674398329988,EpsilonGreedy
3,3.109656943008237,EpsilonGreedy
3,4.587043610512858,EpsilonGreedy
3,0.7983266946414096,EpsilonGreedy
3,4.492752696842501,EpsilonGreedy
3,4.036872564130647,EpsilonGreedy
3,3.9792092944759543,EpsilonGreedy
3,5.258495617467306,EpsilonGreedy
3,5.006317165114117,EpsilonGreedy
3,3.418700859456038,EpsilonGreedy
3,4.578298937244807,EpsilonGreedy
3,3.8081307375161115,EpsilonGreedy
3,3.23742603822636,EpsilonGreedy
3,3.2343776373690583,EpsilonGreedy
3,2.7524468504791235,EpsilonGreedy
3,4.049613936161087,EpsilonGreedy
3,2.4565063589130505,EpsilonGreedy
3,3.329706028634566,EpsilonGreedy
3,1.3959523334794164,EpsilonGreedy
3,2.221637812031425,EpsilonGreedy
3,3.9324477670792484,EpsilonGreedy
3,4.140150256790631,EpsilonGreedy
3,4.61712035888536,EpsilonGreedy
3,5.817400346428654,EpsilonGreedy
3,3.528940319733462,EpsilonGreedy
3,3.580065431263745,EpsilonGreedy
3,3.2769266416099088,EpsilonGreedy
3,2.4733030553419635,EpsilonGreedy
3,2.5553203857824696,EpsilonGreedy
3,3.2491527860919103,EpsilonGreedy
3,3.2947279538550913,EpsilonGreedy
3,4.037648862576103,EpsilonGreedy
3,4.790261494016518,EpsilonGreedy
3,6.468183249651825,EpsilonGreedy
3,3.788797279869624,EpsilonGreedy
3,2.962001226160294,EpsilonGreedy
3,3.4838251613771716,EpsilonGreedy
3,4.974800734629206,EpsilonGreedy
3,4.312047412411382,EpsilonGreedy
3,4.604803155893561,EpsilonGreedy
3,2.5656879315815844,EpsilonGreedy
3,4.338834717060135,EpsilonGreedy
3,4.261768237632723,EpsilonGreedy
3,3.3962380365491676,EpsilonGreedy
3,4.191769639749195,EpsilonGreedy
3,4.852934035486107,EpsilonGreedy
3,3.2385586490781355,EpsilonGreedy
3,5.04423323220521,EpsilonGreedy
3,3.5466794424160435,EpsilonGreedy
3,4.117112757648835,EpsilonGreedy
3,4.318176832713017,EpsilonGreedy
3,2.401826803710497,EpsilonGreedy
3,2.204571466761431,EpsilonGreedy
3,2.9041125491767814,EpsilonGreedy
3,3.200295620763942,EpsilonGreedy
3,3.902192884355757,EpsilonGreedy
3,3.019736567282575,EpsilonGreedy
3,4.231310266408826,EpsilonGreedy
3,3.927436912821748,EpsilonGreedy
3,3.8496054493779384,EpsilonGreedy
3,4.141005915302004,EpsilonGreedy
3,5.342202340177393,EpsilonGreedy
3,4.114769909916414,EpsilonGreedy
3,2.960005481971193,EpsilonGreedy
3,4.251885674377724,EpsilonGreedy
3,4.4483236204653585,EpsilonGreedy
3,2.8820655807642135,EpsilonGreedy
3,4.6605861623171,EpsilonGreedy
3,5.340075824103464,EpsilonGreedy
3,3.0421248091275066,EpsilonGreedy
3,4.750892214548496,EpsilonGreedy
3,6.019868244461946,EpsilonGreedy
3,2.074440387827003,EpsilonGreedy
3,3.1682928021478576,EpsilonGreedy
3,3.1698708818480723,EpsilonGreedy
3,2.751190709206377,EpsilonGreedy
3,4.5858527121339465,EpsilonGreedy
3,2.5342732404835546,EpsilonGreedy
3,5.061679253521155,EpsilonGreedy
3,4.885668523081239,EpsilonGreedy
3,3.1064631309331663,EpsilonGreedy
3,4.024787483856217,EpsilonGreedy
3,4.616737874435049,EpsilonGreedy
3,4.766140057946848,EpsilonGreedy
3,4.508033071664875,EpsilonGreedy
3,5.988228550206131,EpsilonGreedy
3,4.782807472771715,EpsilonGreedy
3,4.505844907286718,EpsilonGreedy
3,3.454381545447455,EpsilonGreedy
3,4.741991473541271,EpsilonGreedy
3,2.6590150801009234,EpsilonGreedy
3,3.576682962986727,EpsilonGreedy
3,4.422092426332048,EpsilonGreedy
3,3.168690430548805,EpsilonGreedy
3,2.925853951703798,EpsilonGreedy
3,4.80269017283214,EpsilonGreedy
3,3.7883260095641322,EpsilonGreedy
3,3.070864368582414,EpsilonGreedy
3,4.323811061053137,EpsilonGreedy
3,4.510110800903729,EpsilonGreedy
3,3.6572857217259203,EpsilonGreedy
3,4.120506311375776,EpsilonGreedy
3,5.584623062476268,EpsilonGreedy
3,4.204278834438676,EpsilonGreedy
3,4.877976300262169,EpsilonGreedy
3,3.5317475419677824,EpsilonGreedy
3,5.515085624826375,EpsilonGreedy
3,3.560050625551203,EpsilonGreedy
3,3.6827837748930077,EpsilonGreedy
3,3.1707101215605564,EpsilonGreedy
3,2.236855858752606,EpsilonGreedy
3,2.82476927453064,EpsilonGreedy
3,3.785487969902388,EpsilonGreedy
3,4.151628023565969,EpsilonGreedy
3,3.7857447621321723,EpsilonGreedy
3,3.9836493995400164,EpsilonGreedy
3,4.077820901249163,EpsilonGreedy
3,4.170553791405128,EpsilonGreedy
3,4.95127132540435,EpsilonGreedy
3,2.4681286161312084,EpsilonGreedy
3,3.9106533151175653,EpsilonGreedy
3,4.123736499904724,EpsilonGreedy
3,5.637793780458602,EpsilonGreedy
3,5.869494170739724,EpsilonGreedy
3,2.5809045186379884,EpsilonGreedy
3,5.013361255197501,EpsilonGreedy
3,3.768852666983216,EpsilonGreedy
3,4.56041995392299,EpsilonGreedy
3,5.0335992267211225,EpsilonGreedy
3,4.732164997087548,EpsilonGreedy
3,4.380252470267574,EpsilonGreedy
3,1.7178350882176234,EpsilonGreedy
3,4.232702790718315,EpsilonGreedy
3,3.043082059525699,EpsilonGreedy
3,3.5705401936098413,EpsilonGreedy
3,3.907837055914526,EpsilonGreedy
3,4.899821126432738,EpsilonGreedy
3,4.077441002794076,EpsilonGreedy
3,3.867055968731896,EpsilonGreedy
3,4.774542223129983,EpsilonGreedy
3,3.4301826895786163,EpsilonGreedy
3,3.2603915646994492,EpsilonGreedy
3,1.9628090521186423,EpsilonGreedy
3,3.2191090783953364,EpsilonGreedy
3,3.0761286726964476,EpsilonGreedy
3,3.6245236060437973,EpsilonGreedy
3,4.683305499215678,EpsilonGreedy
3,2.8704331080128433,EpsilonGreedy
3,3.9484802503881897,EpsilonGreedy
3,4.784585855165836,EpsilonGreedy
3,3.2516237202912492,EpsilonGreedy
3,3.839207611099865,EpsilonGreedy
3,3.368284742303817,EpsilonGreedy
3,4.849944617251435,EpsilonGreedy
3,3.3074944631854604,EpsilonGreedy
3,4.435593377856634,EpsilonGreedy
3,3.1606330216030702,EpsilonGreedy
3,3.5617695701756396,EpsilonGreedy
3,5.664731557300465,EpsilonGreedy
3,4.0087419617895055,EpsilonGreedy
3,4.7135711738812915,EpsilonGreedy
3,3.457798879881657,EpsilonGreedy
3,4.286727138816856,EpsilonGreedy
3,3.6393973467767715,EpsilonGreedy
3,3.936365611102646,EpsilonGreedy
3,3.7890670643828965,EpsilonGreedy
3,4.374225709946333,EpsilonGreedy
3,4.095709575486098,EpsilonGreedy
3,4.827985302563022,EpsilonGreedy
3,3.556074802512069,EpsilonGreedy
3,2.46310132169788,EpsilonGreedy
3,3.393176005838056,EpsilonGreedy
3,3.4728139724254996,EpsilonGreedy
3,4.111444525943688,EpsilonGreedy
3,4.557790088261216,EpsilonGreedy
3,2.76106120728845,EpsilonGreedy
3,3.8704608018916953,EpsilonGreedy
3,3.823537366270288,EpsilonGreedy
3,3.6735462381743904,EpsilonGreedy
3,5.316972071722858,EpsilonGreedy
3,5.747887874880673,EpsilonGreedy
3,3.5106118679017557,EpsilonGreedy
3,5.544534998177112,EpsilonGreedy
3,1.700252004452249,EpsilonGreedy
3,5.115931036890327,EpsilonGreedy
3,3.7284614450413724,EpsilonGreedy
3,4.56843799886543,EpsilonGreedy
3,5.533636169234336,EpsilonGreedy
3,4.817484692196594,EpsilonGreedy
3,5.258403477984124,EpsilonGreedy
3,3.7399614019191154,EpsilonGreedy
3,6.2070803524654465,EpsilonGreedy
3,4.209148342335637,EpsilonGreedy
3,3.574977486276998,EpsilonGreedy
3,5.08247264375448,EpsilonGreedy
3,4.35596099682891,EpsilonGreedy
3,3.2289591386554592,EpsilonGreedy
3,4.275897547324343,EpsilonGreedy
3,3.056420025556183,EpsilonGreedy
3,2.4937268141030944,EpsilonGreedy
3,3.1066003696467184,EpsilonGreedy
3,3.0094366827654486,EpsilonGreedy
3,5.887046018800635,EpsilonGreedy
3,5.938672088106024,EpsilonGreedy
3,3.469584600702656,EpsilonGreedy
3,4.874204048067759,EpsilonGreedy
3,2.0551223931799343,EpsilonGreedy
3,2.0244665280122147,EpsilonGreedy
3,4.299238358040952,EpsilonGreedy
3,3.9270812080643256,EpsilonGreedy
3,3.093412409095963,EpsilonGreedy
3,5.643043062010221,EpsilonGreedy
3,3.618428257685066,EpsilonGreedy
3,6.827525924592716,EpsilonGreedy
3,5.7084025750212595,EpsilonGreedy
3,5.81049711171419,EpsilonGreedy
3,4.187173061711222,EpsilonGreedy
3,2.765505819851007,EpsilonGreedy
3,3.5405549081309786,EpsilonGreedy
3,4.944997076330361,EpsilonGreedy
3,6.64393057520822,EpsilonGreedy
3,4.928623384402864,EpsilonGreedy
3,3.561543680455833,EpsilonGreedy
3,3.1602097331226204,EpsilonGreedy
3,2.2560748307023513,EpsilonGreedy
3,3.4287166720339166,EpsilonGreedy
3,5.021344018870786,EpsilonGreedy
3,3.436722890438324,EpsilonGreedy
3,6.08002087425154,EpsilonGreedy
3,4.223643531639075,EpsilonGreedy
3,3.989357894762601,EpsilonGreedy
3,3.0061982184904137,EpsilonGreedy
3,4.292859921638059,EpsilonGreedy
3,4.2739318933476715,EpsilonGreedy
3,2.931191236258546,EpsilonGreedy
3,0.7535233411895188,EpsilonGreedy
3,4.504447537626014,EpsilonGreedy
3,4.0568390633342215,EpsilonGreedy
3,4.743164801127807,EpsilonGreedy
3,3.5980665120416866,EpsilonGreedy
3,4.744752114106506,EpsilonGreedy
3,4.313224379871183,EpsilonGreedy
3,6.395969701630378,EpsilonGreedy
3,4.072266658912845,EpsilonGreedy
3,4.4969524016029325,EpsilonGreedy
3,3.2045222220064944,EpsilonGreedy
3,4.653141210645321,EpsilonGreedy
3,5.220869532316245,EpsilonGreedy
3,3.1397456042841534,EpsilonGreedy
3,3.4680589091864573,EpsilonGreedy
3,3.550744269927116,EpsilonGreedy
3,1.8760491147867833,EpsilonGreedy
3,3.5108975846382138,EpsilonGreedy
3,4.025553408909625,EpsilonGreedy
3,4.756494397423448,EpsilonGreedy
3,5.488831279999789,EpsilonGreedy
3,3.6741245153750453,EpsilonGreedy
3,2.4978759363775693,EpsilonGreedy
3,2.2364592831254884,EpsilonGreedy
3,4.964155100992894,EpsilonGreedy
3,3.4413862218395863,EpsilonGreedy
3,4.463194531612563,EpsilonGreedy
3,2.8530488797108986,EpsilonGreedy
3,3.2815957138639034,EpsilonGreedy
3,3.2705888545513777,EpsilonGreedy
3,3.760179314121313,EpsilonGreedy
3,4.689606314511636,EpsilonGreedy
3,2.942485828975318,EpsilonGreedy
3,4.124742943545288,EpsilonGreedy
3,3.2728468709491825,EpsilonGreedy
3,4.390897179402585,EpsilonGreedy
3,3.4266129376554906,EpsilonGreedy
3,5.785007713199253,EpsilonGreedy
3,4.811401148291821,EpsilonGreedy
3,5.126397410991517,EpsilonGreedy
3,3.1635614001508956,EpsilonGreedy
3,5.438568326122235,EpsilonGreedy
3,4.364734778293201,EpsilonGreedy
3,3.339184743202401,EpsilonGreedy
3,2.528748594261069,EpsilonGreedy
3,3.16450727825331,EpsilonGreedy
3,3.774270119686853,EpsilonGreedy
3,5.85009318615705,EpsilonGreedy
3,4.455627340077456,EpsilonGreedy
3,2.1031342299633167,EpsilonGreedy
3,4.857309407764295,EpsilonGreedy
3,3.6385389001189967,EpsilonGreedy
3,4.092779382968605,EpsilonGreedy
3,2.4716559835083,EpsilonGreedy
3,2.982487699544996,EpsilonGreedy
3,3.62693648954516,EpsilonGreedy
